,vix,sp500,sp500_volume,djia,djia_volume,hsi,ads,us3m,joblessness,epu,GPRD,prev_day,AAPL,MSFT,AMZN,TSLA,AAPL_RSI,AAPL_EMA,AAPL_SMA,AAPL_MACD,MSFT_RSI,MSFT_EMA,MSFT_SMA,MSFT_MACD,AMZN_RSI,AMZN_EMA,AMZN_SMA,AMZN_MACD,TSLA_RSI,TSLA_EMA,TSLA_SMA,TSLA_MACD
2010-08-18,0.21006118286879677,0.011786552364762448,0.3015420844728046,0.014914919396683879,0.1517592009358409,0.3430809602896209,0.7351482377374762,0.028419182948490232,1.0,0.27237673866398665,0.1870232095480936,0.011379774983612478,0.002084439810338262,0.0025811403993144036,0.0016243408571589915,0.00019080377979613415,0.3613352540714988,0.0011598104360086847,0.0014119766400538664,0.4660571048581222,0.34512989488591916,0.001700890348750296,0.0024619801491437276,0.43653771411793757,0.6113217550636472,0.0014384185464695262,0.0011214261613359741,0.6100874525948468,0.3409027383518649,1.9422262368265844e-05,0.00011258481902961257,0.39831737070209144
2010-08-19,0.2352141400407886,0.007133700553952849,0.3648028491250648,0.009905563949022755,0.21832538468460366,0.3457738825562985,0.7350026684909712,0.028419182948490232,1.0,0.27237673866398665,0.1633303159433112,0.011786552364762448,0.001578410972397054,0.0018545998427807395,0.0010477829380718465,0.00019406689824579904,0.30805738091722923,0.0010743397369992608,0.0013379019028637168,0.4655607973438742,0.2763228682267982,0.0015897936258349454,0.0023369104133631954,0.43570578630178647,0.532731172115779,0.0015156010897900904,0.0012282422223207148,0.6099156672740059,0.34283247297417907,6.371631955712394e-06,9.277492625685713e-05,0.39833617133383536
2010-08-20,0.2222977566281441,0.006144358663710492,0.3057100916939246,0.007906750256576334,0.24465715828309192,0.3408656610527355,0.7348289881683902,0.02664298401420959,1.0,0.27237673866398665,0.09020854395064246,0.007133700553952849,0.0015403241905207615,0.0014530907141847293,0.0011004493881230717,0.000244620155736011,0.30411151784379664,0.0009932833280471634,0.0012544240998942288,0.46517517907718925,0.24146206691560723,0.001449436366494257,0.0021939990416958016,0.4345271772615599,0.5379128220164671,0.0015906339468717903,0.001354854851248588,0.6097558601912161,0.373593950407878,0.0,7.31442638551732e-05,0.3983843079922651
2010-08-23,0.2246091094493542,0.005057115701741832,0.24419875060324947,0.006545863212283454,0.15671960766669668,0.33583993751494157,0.7341693138022821,0.028419182948490232,1.0,0.27237673866398665,0.12613777859526154,0.006144358663710492,0.0009311752834586864,0.0015486842395886422,0.0007789072683629314,0.00041259377079360445,0.24335743400434529,0.0008603575916140693,0.0011451739101461383,0.4642575335900947,0.25438096864834325,0.0013319320740203533,0.002027471553489861,0.4338512247305033,0.4939249165441278,0.001626767188677762,0.0014716403677950199,0.6093454369278787,0.4652559651428749,1.2297690333913387e-05,6.579392728155425e-05,0.39851533465427214
2010-08-24,0.24908225696804898,0.001167611372260069,0.3810894686042147,0.0018964261183413433,0.2137586610276253,0.3233691755377931,0.7339439377344679,0.028419182948490232,1.0,0.27237673866398665,0.18029622549790636,0.005057115701741832,0.0,0.0010898132350798465,0.00020512238075215405,0.00026092904094909527,0.16611732213265307,0.0006490007653898247,0.000949448193307445,0.4625821193645912,0.21338573629758628,0.0011800855529172927,0.0018312662732802437,0.4327281578256975,0.4210387986641008,0.0016027955123686585,0.0015770321820356217,0.6085668527885,0.3887196881412376,7.115395165329091e-06,5.3692831824561204e-05,0.39854524292342774
2010-08-25,0.23874915023793336,0.002036400395967475,0.3725836505978873,0.0025770431787489056,0.16900251957167278,0.3220841623526408,0.7337207984080418,0.028419182948490232,1.0,0.27237673866398665,0.16529429679327023,0.001167611372260069,0.0004695587455015582,0.0012045225852293229,0.0008482066202724348,0.0003750859884565838,0.2352279434908655,0.0005037069692453017,0.0008029991129910319,0.4618605883552643,0.23035152606687048,0.0010540830500422801,0.001661689795634906,0.43214548062055147,0.49346873204943026,0.001644614110624866,0.0017154658144572857,0.6083601014464679,0.4461824342395978,1.4702150580367737e-05,4.634262347871657e-05,0.39863244626665356
2010-08-26,0.24785859959211426,0.0,0.2928787513182119,0.0,0.1604989651759201,0.32084304057065427,0.7334998066876061,0.028419182948490232,1.0,0.27237673866398665,0.14015145639698634,0.002036400395967475,5.552987726444025e-05,0.0006691594783860763,0.00029659541047271504,0.00035062397288298294,0.2011090237692713,0.0003317489874650609,0.000658495383476565,0.46093045183951437,0.1823441593834232,0.0008869574699728947,0.001456501658429074,0.43099785622166986,0.4263702763234973,0.001627976071652222,0.0018294029733390768,0.6077678324467096,0.4336753471377268,1.8935914019774236e-05,4.0964349926457706e-05,0.3986921764235096
2010-08-27,0.20815771583956494,0.004361569681812338,0.3437918923266663,0.005721209395083804,0.1958517052101143,0.320046438139579,0.7332808762232441,0.02664298401420959,1.0,0.27237673866398665,0.16120995237510133,0.0,0.0002681056221595854,0.0008794911572916619,0.0007899941072684602,0.00034246850964064334,0.2327494652676404,0.0001969628273848223,0.0005318216954151439,0.46053122995137397,0.21537922966391243,0.0007566195235543319,0.0012838796724936041,0.43056201228821506,0.4806462914263165,0.0016616477923246178,0.0019540217111546146,0.6076114298685961,0.42929976681760207,2.188949049307951e-05,3.8813056534026114e-05,0.3987380968348236
2010-08-30,0.24568320870156357,0.00042688480069613677,0.21147134788281763,0.0008302070415578955,0.13142265814811482,0.32762050673517484,0.7326127200669407,0.024866785079928955,1.0,0.27237673866398665,0.16476900536165057,0.004361569681812338,0.0004076957837201023,0.0003250170262615523,0.0,0.00037019364366390906,0.25385893922230307,8.866862139694787e-05,0.0003749987423417242,0.46047287434710116,0.16583092412244893,0.0005836750397237578,0.0010313135912490487,0.42951822301072334,0.3906836923667751,0.0016140974609243214,0.0020070024404590173,0.6069003507368506,0.4448934138383822,2.7543106713536544e-05,2.9401089838926742e-05,0.3987911476539931
2010-08-31,0.22991162474507137,0.0005298128528580248,0.3366768995656603,0.0010033982262306895,0.24946009178439665,0.3167508817257919,0.7323553973154647,0.024866785079928955,1.0,0.27237673866398665,0.2139287047368036,0.00042688480069613677,0.0005028862559785657,0.0,0.00028827895954357946,0.0003065922865284551,0.2687419920250689,0.0,0.0002223905656729419,0.4606337952174857,0.13877556043876754,0.00039495048434889934,0.0007786594866590682,0.4283612143203018,0.4234112361714785,0.0015995444852368867,0.0020413260263803315,0.6065172332801332,0.40781771311997306,2.5819116764749187e-05,7.260657274195826e-06,0.39880216047185546
2010-09-01,0.20054384772263767,0.008303825416430599,0.376682395838919,0.00984517263412682,0.193545847205975,0.321480364785277,0.7320767934877679,0.023090586145648313,1.0,0.397154359669681,0.16046627651947337,0.0005298128528580248,0.0016497697777494158,0.0008221292813788764,0.002411561932951084,0.00046477858750864883,0.42441179168463616,3.196799499712716e-05,0.00011986811724569446,0.4621122894925151,0.26632567583396616,0.0003057784091613086,0.0006109471644392059,0.4288844532047197,0.6089369591481193,0.0017960605795789564,0.002111254830139589,0.6076793266382214,0.49524175307594787,4.126936932382199e-05,0.0,0.39889430060084574
2010-09-02,0.19102651257647862,0.010767080230245418,0.2993022414070459,0.01160242106698961,0.130804013317736,0.33475206544517133,0.731798050386012,0.024866785079928955,1.0,0.397154359669681,0.09634437950032201,0.008303825416430599,0.001941649057677755,0.0008986261842720278,0.003165522492026583,0.0005642585006381136,0.4577522356576603,8.944402739600316e-05,4.2630074972606347e-05,0.463673239432959,0.27737653393955886,0.00023268959085233354,0.00048265985213398477,0.4295769334856005,0.6572280098025534,0.002048317613382769,0.002216361822196096,0.6090807400614798,0.5424936078098811,6.594542043092486e-05,5.4679528516819904e-06,0.39901872668380867
2010-09-03,0.16546566961250847,0.014385409850276143,0.2803434500509411,0.01603910025270644,0.15180419328714118,0.34030681249900907,0.731519028736138,0.024866785079928955,1.0,0.397154359669681,0.13494062800010026,0.010767080230245418,0.0029886307563825806,0.0015678000643342058,0.00415786594857083,0.000562626649803053,0.5616249555306103,0.00024386540693561998,3.1932256271627324e-05,0.4661049719805681,0.3694984562268794,0.0002329627796329864,0.0003713033578787023,0.43130124166152617,0.7126865277145722,0.0023745482336942625,0.0023654770335514996,0.6108204734760357,0.5414063975856681,8.80958956233544e-05,1.8555007691231726e-05,0.399114972132984
2010-09-07,0.19932019034670295,0.011203988106767926,0.23262864854237048,0.012317051626591524,0.12980293350130478,0.36360711555588476,0.7304224683597192,0.024866785079928955,1.0,0.397154359669681,0.19660612024681584,0.014385409850276143,0.002836339115878349,0.000936848232645747,0.0037226771212790707,0.0004794559134969007,0.5413234751432392,0.00036868231028804044,0.0,0.4678825802164084,0.3005388847935998,0.0001706015023893448,0.00022135509164803585,0.4318244018940701,0.6616089567638068,0.002626732554638099,0.0024849685645823294,0.6118066468090041,0.48617804992417135,9.91933052338352e-05,2.6980870747528134e-05,0.3991460611898002
